Job Title,Company,Location,Salary,Skills,Experience,Posted Date,Avg_Salary_Million,Exp_Level
Data Scientist,Tech Company 26,Da Nang,24-46 millions,"sql, tableau, python",Senior,2025-04-20,35.0,3
Backend Developer,Tech Company 379,Ho Chi Minh,8-19 millions,"go, microservices",Fresher,2025-03-12,13.5,1
Backend Developer,Tech Company 169,Da Nang,8-16 millions,"python, django",Fresher,2024-06-23,12.0,1
AI/ML Engineer,Tech Company 59,Ho Chi Minh,14-31 millions,"c++, cuda, computer vision",Junior,2024-07-06,22.5,2
AI/ML Engineer,Tech Company 333,Remote,16-28 millions,"python, nlp, huggingface",Junior,2025-03-07,22.0,2
Fullstack Developer,Tech Company 54,Ho Chi Minh,44-81 millions,"python, vuejs, docker",Lead,2024-06-12,62.5,4
Tester/QA,Tech Company 15,Ha Noi,16-31 millions,"manual testing, sql",Junior,2025-09-18,23.5,2
Fullstack Developer,Tech Company 226,Da Nang,37-63 millions,"java, angular, sql",Lead,2025-02-25,50.0,4
DevOps Engineer,Tech Company 371,Ho Chi Minh,9-19 millions,"aws, docker, k8s",Fresher,2025-08-13,14.0,1
DevOps Engineer,Tech Company 222,Remote,26-56 millions,"linux, jenkins, ansible",Senior,2024-04-07,41.0,3
DevOps Engineer,Tech Company 457,Ho Chi Minh,28-56 millions,"linux, jenkins, ansible",Senior,2025-07-25,42.0,3
Fullstack Developer,Tech Company 39,Ho Chi Minh,67-114 millions,"python, vuejs, docker",Manager,2024-06-18,90.5,5
DevOps Engineer,Tech Company 194,Ho Chi Minh,25-56 millions,"azure, ci/cd, terraform",Senior,2025-10-20,40.5,3
Tester/QA,Tech Company 229,Ho Chi Minh,17-29 millions,"automation, cypress",Junior,2025-05-25,23.0,2
Backend Developer,Tech Company 1,Remote,15-26 millions,"python, django",Junior,2025-07-16,20.5,2
AI/ML Engineer,Tech Company 487,Ha Noi,27-58 millions,"c++, cuda, computer vision",Senior,2025-04-12,42.5,3
AI/ML Engineer,Tech Company 460,Ha Noi,16-31 millions,"c++, cuda, computer vision",Junior,2024-02-16,23.5,2
Mobile Developer,Tech Company 477,Ho Chi Minh,15-28 millions,"flutter, dart",Junior,2024-05-03,21.5,2
Data Scientist,Tech Company 475,Ho Chi Minh,43-80 millions,"python, pytorch, aws",Lead,2024-02-17,61.5,4
Frontend Developer,Tech Company 69,Ha Noi,27-57 millions,"html, css, js",Senior,2025-05-31,42.0,3
Fullstack Developer,Tech Company 308,Ho Chi Minh,45-77 millions,"python, vuejs, docker",Lead,2025-11-04,61.0,4
Mobile Developer,Tech Company 141,Ho Chi Minh,29-59 millions,"kotlin, android",Senior,2024-09-11,44.0,3
AI/ML Engineer,Tech Company 359,Ho Chi Minh,17-28 millions,"python, nlp, huggingface",Junior,2025-09-08,22.5,2
DevOps Engineer,Tech Company 103,Ha Noi,44-79 millions,"linux, jenkins, ansible",Lead,2024-08-10,61.5,4
DevOps Engineer,Tech Company 258,Ha Noi,15-31 millions,"linux, jenkins, ansible",Junior,2024-07-01,23.0,2
Frontend Developer,Tech Company 364,Ha Noi,27-57 millions,"angular, rxjs",Senior,2025-11-14,42.0,3
AI/ML Engineer,Tech Company 196,Ha Noi,17-30 millions,"python, nlp, huggingface",Junior,2024-01-26,23.5,2
Data Scientist,Tech Company 350,Ha Noi,9-17 millions,"sql, tableau, python",Fresher,2024-10-20,13.0,1
AI/ML Engineer,Tech Company 53,Ha Noi,17-27 millions,"python, tensorflow, cv",Junior,2025-04-08,22.0,2
Data Scientist,Tech Company 402,Ha Noi,28-56 millions,"python, pytorch, aws",Senior,2025-06-07,42.0,3
Backend Developer,Tech Company 161,Ha Noi,27-59 millions,"node.js, express",Senior,2025-12-02,43.0,3
AI/ML Engineer,Tech Company 425,Ho Chi Minh,66-113 millions,"python, tensorflow, cv",Manager,2025-03-29,89.5,5
DevOps Engineer,Tech Company 151,Ha Noi,16-30 millions,"linux, jenkins, ansible",Junior,2024-07-17,23.0,2
Frontend Developer,Tech Company 194,Remote,17-29 millions,"vuejs, nuxt",Junior,2024-05-02,23.0,2
AI/ML Engineer,Tech Company 170,Ho Chi Minh,7-20 millions,"python, tensorflow, cv",Fresher,2024-01-06,13.5,1
Backend Developer,Tech Company 316,Da Nang,15-25 millions,"java, spring boot",Junior,2025-10-02,20.0,2
DevOps Engineer,Tech Company 490,Ho Chi Minh,28-56 millions,"aws, docker, k8s",Senior,2024-08-13,42.0,3
Fullstack Developer,Tech Company 114,Ho Chi Minh,16-29 millions,"java, angular, sql",Junior,2024-12-23,22.5,2
DevOps Engineer,Tech Company 272,Ha Noi,43-81 millions,"azure, ci/cd, terraform",Lead,2025-09-25,62.0,4
Backend Developer,Tech Company 198,Ho Chi Minh,43-80 millions,"go, microservices",Lead,2024-04-26,61.5,4
Backend Developer,Tech Company 23,Ha Noi,16-30 millions,"go, microservices",Junior,2025-05-13,23.0,2
DevOps Engineer,Tech Company 274,Ha Noi,14-27 millions,"linux, jenkins, ansible",Junior,2025-07-04,20.5,2
Data Scientist,Tech Company 425,Ho Chi Minh,8-17 millions,"python, pytorch, aws",Fresher,2025-07-04,12.5,1
Mobile Developer,Tech Company 368,Remote,27-53 millions,"flutter, dart",Senior,2025-04-15,40.0,3
Backend Developer,Tech Company 421,Ho Chi Minh,17-30 millions,"java, spring boot",Junior,2025-08-11,23.5,2
Mobile Developer,Tech Company 200,Ho Chi Minh,17-29 millions,"kotlin, android",Junior,2024-01-18,23.0,2
Frontend Developer,Tech Company 55,Ha Noi,28-55 millions,"reactjs, typescript",Senior,2025-05-29,41.5,3
Frontend Developer,Tech Company 421,Ha Noi,17-29 millions,"angular, rxjs",Junior,2025-02-08,23.0,2
Data Scientist,Tech Company 152,Ha Noi,28-58 millions,"python, pandas, scikit-learn",Senior,2025-07-12,43.0,3
DevOps Engineer,Tech Company 22,Ho Chi Minh,66-112 millions,"aws, docker, k8s",Manager,2024-05-06,89.0,5
Frontend Developer,Tech Company 109,Ha Noi,7-20 millions,"angular, rxjs",Fresher,2024-12-18,13.5,1
Fullstack Developer,Tech Company 100,Ha Noi,15-30 millions,"react, node.js, mongo",Junior,2024-09-15,22.5,2
Backend Developer,Tech Company 35,Ha Noi,9-16 millions,"node.js, express",Fresher,2025-11-18,12.5,1
Tester/QA,Tech Company 52,Ho Chi Minh,15-30 millions,"java, appium",Junior,2024-08-28,22.5,2
Data Scientist,Tech Company 157,Ho Chi Minh,16-29 millions,"sql, tableau, python",Junior,2025-11-06,22.5,2
DevOps Engineer,Tech Company 127,Ho Chi Minh,29-55 millions,"azure, ci/cd, terraform",Senior,2024-11-16,42.0,3
Mobile Developer,Tech Company 450,Ha Noi,28-55 millions,"swift, ios",Senior,2024-12-05,41.5,3
AI/ML Engineer,Tech Company 42,Ho Chi Minh,16-28 millions,"python, nlp, huggingface",Junior,2025-09-13,22.0,2
Fullstack Developer,Tech Company 40,Da Nang,21-48 millions,"python, vuejs, docker",Senior,2025-10-03,34.5,3
Backend Developer,Tech Company 283,Da Nang,23-46 millions,"node.js, express",Senior,2024-02-07,34.5,3
Tester/QA,Tech Company 376,Da Nang,12-23 millions,"manual testing, sql",Junior,2025-08-26,17.5,2
Frontend Developer,Tech Company 435,Ho Chi Minh,43-77 millions,"html, css, js",Lead,2024-09-01,60.0,4
Fullstack Developer,Tech Company 486,Remote,61-105 millions,"python, vuejs, docker",Manager,2025-08-02,83.0,5
Fullstack Developer,Tech Company 113,Da Nang,23-49 millions,"python, vuejs, docker",Senior,2024-02-11,36.0,3
AI/ML Engineer,Tech Company 465,Ho Chi Minh,26-58 millions,"python, nlp, huggingface",Senior,2025-06-14,42.0,3
Tester/QA,Tech Company 361,Ho Chi Minh,25-58 millions,"selenium, python",Senior,2024-04-15,41.5,3
AI/ML Engineer,Tech Company 193,Ha Noi,65-112 millions,"c++, cuda, computer vision",Manager,2024-06-27,88.5,5
Frontend Developer,Tech Company 208,Ho Chi Minh,27-59 millions,"angular, rxjs",Senior,2025-06-12,43.0,3
Tester/QA,Tech Company 226,Da Nang,15-22 millions,"automation, cypress",Junior,2024-05-22,18.5,2
AI/ML Engineer,Tech Company 368,Ho Chi Minh,15-28 millions,"python, tensorflow, cv",Junior,2025-09-08,21.5,2
Mobile Developer,Tech Company 246,Ha Noi,28-57 millions,"swift, ios",Senior,2025-05-05,42.5,3
Mobile Developer,Tech Company 83,Ho Chi Minh,15-28 millions,"flutter, dart",Junior,2025-08-29,21.5,2
Fullstack Developer,Tech Company 491,Ha Noi,7-21 millions,"react, node.js, mongo",Fresher,2025-06-13,14.0,1
Backend Developer,Tech Company 242,Remote,17-27 millions,"go, microservices",Junior,2025-09-13,22.0,2
Mobile Developer,Tech Company 320,Ho Chi Minh,45-81 millions,react native,Lead,2024-07-05,63.0,4
DevOps Engineer,Tech Company 198,Ho Chi Minh,27-55 millions,"azure, ci/cd, terraform",Senior,2025-01-22,41.0,3
Mobile Developer,Tech Company 308,Ho Chi Minh,9-17 millions,react native,Fresher,2025-09-21,13.0,1
Frontend Developer,Tech Company 277,Ha Noi,8-17 millions,"reactjs, typescript",Fresher,2025-09-09,12.5,1
Mobile Developer,Tech Company 220,Da Nang,21-45 millions,"kotlin, android",Senior,2025-06-26,33.0,3
Mobile Developer,Tech Company 295,Ha Noi,16-31 millions,"swift, ios",Junior,2025-12-14,23.5,2
Tester/QA,Tech Company 449,Ho Chi Minh,10-16 millions,"manual testing, sql",Fresher,2025-09-04,13.0,1
Backend Developer,Tech Company 193,Ho Chi Minh,27-55 millions,"python, django",Senior,2024-01-08,41.0,3
DevOps Engineer,Tech Company 300,Ha Noi,26-55 millions,"azure, ci/cd, terraform",Senior,2025-10-29,40.5,3
Tester/QA,Tech Company 158,Ha Noi,15-30 millions,"manual testing, sql",Junior,2024-09-16,22.5,2
Mobile Developer,Tech Company 229,Ha Noi,28-58 millions,react native,Senior,2024-08-23,43.0,3
Frontend Developer,Tech Company 315,Da Nang,22-48 millions,"vuejs, nuxt",Senior,2025-07-17,35.0,3
Fullstack Developer,Tech Company 422,Ha Noi,29-55 millions,"java, angular, sql",Senior,2024-04-03,42.0,3
Mobile Developer,Tech Company 312,Da Nang,5-14 millions,"flutter, dart",Fresher,2024-03-22,9.5,1
Mobile Developer,Tech Company 328,Ho Chi Minh,9-19 millions,"swift, ios",Fresher,2024-06-28,14.0,1
AI/ML Engineer,Tech Company 358,Ho Chi Minh,14-30 millions,"python, tensorflow, cv",Junior,2025-06-12,22.0,2
Backend Developer,Tech Company 45,Ho Chi Minh,15-27 millions,"go, microservices",Junior,2024-06-10,21.0,2
DevOps Engineer,Tech Company 8,Ha Noi,65-112 millions,"linux, jenkins, ansible",Manager,2025-06-14,88.5,5
Frontend Developer,Tech Company 179,Ho Chi Minh,28-57 millions,"angular, rxjs",Senior,2025-08-19,42.5,3
Data Scientist,Tech Company 295,Ha Noi,18-29 millions,"python, pytorch, aws",Junior,2025-02-17,23.5,2
Tester/QA,Tech Company 60,Ho Chi Minh,18-31 millions,"automation, cypress",Junior,2025-05-08,24.5,2
Data Scientist,Tech Company 490,Ho Chi Minh,17-31 millions,"python, pytorch, aws",Junior,2025-02-26,24.0,2
AI/ML Engineer,Tech Company 39,Ha Noi,15-29 millions,"python, tensorflow, cv",Junior,2024-12-16,22.0,2
DevOps Engineer,Tech Company 485,Ho Chi Minh,26-57 millions,"azure, ci/cd, terraform",Senior,2024-07-06,41.5,3
Data Scientist,Tech Company 447,Da Nang,23-46 millions,"sql, tableau, python",Senior,2024-09-04,34.5,3
Data Scientist,Tech Company 472,Ho Chi Minh,15-31 millions,"python, pytorch, aws",Junior,2024-05-02,23.0,2
Tester/QA,Tech Company 435,Remote,9-18 millions,"selenium, python",Fresher,2024-02-13,13.5,1
Tester/QA,Tech Company 144,Ha Noi,16-32 millions,"java, appium",Junior,2025-06-07,24.0,2
Fullstack Developer,Tech Company 17,Ha Noi,16-29 millions,"react, node.js, mongo",Junior,2025-07-07,22.5,2
Fullstack Developer,Tech Company 162,Ho Chi Minh,29-58 millions,"java, angular, sql",Senior,2025-04-16,43.5,3
Data Scientist,Tech Company 442,Ho Chi Minh,27-56 millions,"sql, tableau, python",Senior,2025-09-19,41.5,3
Data Scientist,Tech Company 95,Ha Noi,16-30 millions,"sql, tableau, python",Junior,2025-01-09,23.0,2
Fullstack Developer,Tech Company 69,Ho Chi Minh,45-77 millions,"java, angular, sql",Lead,2025-05-26,61.0,4
DevOps Engineer,Tech Company 25,Ha Noi,65-112 millions,"azure, ci/cd, terraform",Manager,2025-08-04,88.5,5
Backend Developer,Tech Company 50,Ha Noi,17-29 millions,"java, spring boot",Junior,2025-10-06,23.0,2
DevOps Engineer,Tech Company 177,Ho Chi Minh,16-32 millions,"azure, ci/cd, terraform",Junior,2024-09-20,24.0,2
Data Scientist,Tech Company 400,Ho Chi Minh,9-19 millions,"python, pytorch, aws",Fresher,2024-06-27,14.0,1
Fullstack Developer,Tech Company 314,Ho Chi Minh,28-56 millions,"python, vuejs, docker",Senior,2025-10-08,42.0,3
Frontend Developer,Tech Company 335,Ha Noi,26-56 millions,"reactjs, typescript",Senior,2024-11-20,41.0,3
Mobile Developer,Tech Company 383,Ho Chi Minh,18-31 millions,"swift, ios",Junior,2025-01-06,24.5,2
Mobile Developer,Tech Company 339,Remote,24-52 millions,react native,Senior,2024-08-28,38.0,3
Frontend Developer,Tech Company 480,Ha Noi,15-28 millions,"vuejs, nuxt",Junior,2024-03-06,21.5,2
Backend Developer,Tech Company 135,Ha Noi,44-81 millions,"node.js, express",Lead,2024-04-16,62.5,4
Mobile Developer,Tech Company 321,Ho Chi Minh,26-58 millions,"swift, ios",Senior,2025-03-29,42.0,3
Fullstack Developer,Tech Company 443,Ha Noi,6-18 millions,"react, node.js, mongo",Fresher,2024-11-29,12.0,1
AI/ML Engineer,Tech Company 277,Remote,15-31 millions,"c++, cuda, computer vision",Junior,2025-12-15,23.0,2
Mobile Developer,Tech Company 413,Ha Noi,18-29 millions,"swift, ios",Junior,2024-08-20,23.5,2
AI/ML Engineer,Tech Company 485,Ho Chi Minh,27-58 millions,"python, nlp, huggingface",Senior,2025-05-18,42.5,3
Mobile Developer,Tech Company 192,Ho Chi Minh,27-58 millions,"swift, ios",Senior,2025-07-15,42.5,3
Mobile Developer,Tech Company 200,Da Nang,12-26 millions,"kotlin, android",Junior,2025-10-23,19.0,2
Frontend Developer,Tech Company 414,Ho Chi Minh,28-57 millions,"html, css, js",Senior,2025-09-19,42.5,3
AI/ML Engineer,Tech Company 149,Ho Chi Minh,26-55 millions,"python, nlp, huggingface",Senior,2024-05-19,40.5,3
Tester/QA,Tech Company 10,Ha Noi,9-18 millions,"java, appium",Fresher,2024-11-24,13.5,1
Backend Developer,Tech Company 367,Remote,17-27 millions,"java, spring boot",Junior,2024-05-08,22.0,2
Frontend Developer,Tech Company 160,Ho Chi Minh,14-28 millions,"vuejs, nuxt",Junior,2025-03-06,21.0,2
DevOps Engineer,Tech Company 432,Ha Noi,28-55 millions,"azure, ci/cd, terraform",Senior,2024-03-23,41.5,3
AI/ML Engineer,Tech Company 459,Ho Chi Minh,25-57 millions,"python, nlp, huggingface",Senior,2024-07-15,41.0,3
Backend Developer,Tech Company 395,Ha Noi,29-58 millions,"python, django",Senior,2025-01-29,43.5,3
AI/ML Engineer,Tech Company 267,Ha Noi,64-113 millions,"python, nlp, huggingface",Manager,2025-07-16,88.5,5
AI/ML Engineer,Tech Company 112,Ha Noi,8-16 millions,"python, tensorflow, cv",Fresher,2025-11-13,12.0,1
Mobile Developer,Tech Company 62,Ho Chi Minh,64-113 millions,"swift, ios",Manager,2025-08-21,88.5,5
Backend Developer,Tech Company 128,Ho Chi Minh,17-28 millions,"node.js, express",Junior,2024-04-01,22.5,2
Tester/QA,Tech Company 388,Ho Chi Minh,26-57 millions,"manual testing, sql",Senior,2025-10-22,41.5,3
Data Scientist,Tech Company 129,Da Nang,14-24 millions,"python, pandas, scikit-learn",Junior,2024-05-17,19.0,2
Tester/QA,Tech Company 96,Ha Noi,44-79 millions,"java, appium",Lead,2025-08-03,61.5,4
Tester/QA,Tech Company 83,Ho Chi Minh,28-57 millions,"java, appium",Senior,2025-07-21,42.5,3
AI/ML Engineer,Tech Company 260,Ho Chi Minh,8-18 millions,"python, nlp, huggingface",Fresher,2025-10-15,13.0,1
Backend Developer,Tech Company 338,Ho Chi Minh,17-28 millions,"go, microservices",Junior,2024-03-05,22.5,2
Data Scientist,Tech Company 314,Ha Noi,66-113 millions,"python, pytorch, aws",Manager,2024-06-06,89.5,5
DevOps Engineer,Tech Company 428,Ho Chi Minh,14-30 millions,"aws, docker, k8s",Junior,2024-02-14,22.0,2
Backend Developer,Tech Company 293,Ho Chi Minh,42-77 millions,"java, spring boot",Lead,2024-02-02,59.5,4
Tester/QA,Tech Company 7,Ho Chi Minh,25-56 millions,"java, appium",Senior,2024-03-13,40.5,3
Tester/QA,Tech Company 286,Ho Chi Minh,43-80 millions,"selenium, python",Lead,2025-01-04,61.5,4
DevOps Engineer,Tech Company 21,Da Nang,20-48 millions,"linux, jenkins, ansible",Senior,2025-06-25,34.0,3
Frontend Developer,Tech Company 273,Ha Noi,29-55 millions,"vuejs, nuxt",Senior,2024-08-24,42.0,3
Data Scientist,Tech Company 213,Ho Chi Minh,17-28 millions,"python, pytorch, aws",Junior,2025-07-25,22.5,2
DevOps Engineer,Tech Company 86,Ha Noi,27-58 millions,"linux, jenkins, ansible",Senior,2024-04-16,42.5,3
DevOps Engineer,Tech Company 478,Ha Noi,26-59 millions,"linux, jenkins, ansible",Senior,2025-03-29,42.5,3
DevOps Engineer,Tech Company 312,Ho Chi Minh,16-30 millions,"azure, ci/cd, terraform",Junior,2024-11-27,23.0,2
Backend Developer,Tech Company 114,Remote,28-54 millions,"java, spring boot",Senior,2024-11-03,41.0,3
AI/ML Engineer,Tech Company 80,Ho Chi Minh,16-30 millions,"c++, cuda, computer vision",Junior,2025-08-08,23.0,2
Fullstack Developer,Tech Company 120,Ha Noi,7-20 millions,"react, node.js, mongo",Fresher,2024-09-12,13.5,1
Mobile Developer,Tech Company 89,Ho Chi Minh,17-31 millions,react native,Junior,2025-05-09,24.0,2
Frontend Developer,Tech Company 41,Da Nang,11-26 millions,"angular, rxjs",Junior,2025-01-25,18.5,2
Backend Developer,Tech Company 277,Ha Noi,25-57 millions,"node.js, express",Senior,2024-11-22,41.0,3
Data Scientist,Tech Company 498,Ho Chi Minh,25-58 millions,"python, pandas, scikit-learn",Senior,2025-02-06,41.5,3
Frontend Developer,Tech Company 68,Ha Noi,16-31 millions,"vuejs, nuxt",Junior,2024-05-31,23.5,2
Backend Developer,Tech Company 397,Ha Noi,15-29 millions,"node.js, express",Junior,2025-03-20,22.0,2
Tester/QA,Tech Company 288,Ha Noi,27-58 millions,"manual testing, sql",Senior,2024-07-19,42.5,3
Data Scientist,Tech Company 351,Ha Noi,25-58 millions,"python, pandas, scikit-learn",Senior,2024-11-27,41.5,3
Mobile Developer,Tech Company 305,Ho Chi Minh,43-77 millions,"kotlin, android",Lead,2024-12-18,60.0,4
Fullstack Developer,Tech Company 320,Ha Noi,27-59 millions,"java, angular, sql",Senior,2025-03-28,43.0,3
Data Scientist,Tech Company 58,Ho Chi Minh,9-17 millions,"python, pandas, scikit-learn",Fresher,2024-03-28,13.0,1
Fullstack Developer,Tech Company 157,Ho Chi Minh,25-58 millions,"java, angular, sql",Senior,2024-04-23,41.5,3
Data Scientist,Tech Company 385,Ho Chi Minh,16-28 millions,"python, pytorch, aws",Junior,2025-06-19,22.0,2
Fullstack Developer,Tech Company 464,Ha Noi,17-27 millions,"python, vuejs, docker",Junior,2025-08-19,22.0,2
Fullstack Developer,Tech Company 139,Ho Chi Minh,26-58 millions,"react, node.js, mongo",Senior,2025-09-24,42.0,3
Backend Developer,Tech Company 185,Ha Noi,8-17 millions,"python, django",Fresher,2025-11-06,12.5,1
Mobile Developer,Tech Company 51,Ho Chi Minh,45-79 millions,react native,Lead,2025-12-27,62.0,4
Frontend Developer,Tech Company 475,Ha Noi,42-81 millions,"vuejs, nuxt",Lead,2025-07-28,61.5,4
AI/ML Engineer,Tech Company 416,Ho Chi Minh,29-59 millions,"python, tensorflow, cv",Senior,2024-10-09,44.0,3
Mobile Developer,Tech Company 78,Ho Chi Minh,10-21 millions,"flutter, dart",Fresher,2024-08-18,15.5,1
Fullstack Developer,Tech Company 314,Ho Chi Minh,17-30 millions,"react, node.js, mongo",Junior,2025-11-25,23.5,2
Fullstack Developer,Tech Company 410,Ho Chi Minh,28-57 millions,"react, node.js, mongo",Senior,2025-12-01,42.5,3
Fullstack Developer,Tech Company 336,Ho Chi Minh,18-32 millions,"java, angular, sql",Junior,2024-05-28,25.0,2
DevOps Engineer,Tech Company 95,Da Nang,36-67 millions,"aws, docker, k8s",Lead,2024-05-01,51.5,4
Backend Developer,Tech Company 156,Da Nang,15-24 millions,"go, microservices",Junior,2025-02-25,19.5,2
AI/ML Engineer,Tech Company 14,Da Nang,14-23 millions,"python, tensorflow, cv",Junior,2024-07-08,18.5,2
AI/ML Engineer,Tech Company 119,Ha Noi,27-56 millions,"c++, cuda, computer vision",Senior,2024-08-25,41.5,3
Tester/QA,Tech Company 333,Ho Chi Minh,27-58 millions,"manual testing, sql",Senior,2025-12-30,42.5,3
Tester/QA,Tech Company 210,Da Nang,12-23 millions,"automation, cypress",Junior,2024-02-03,17.5,2
AI/ML Engineer,Tech Company 388,Ho Chi Minh,26-58 millions,"python, nlp, huggingface",Senior,2024-07-26,42.0,3
Tester/QA,Tech Company 219,Ho Chi Minh,17-31 millions,"automation, cypress",Junior,2024-09-09,24.0,2
Mobile Developer,Tech Company 305,Ho Chi Minh,16-32 millions,"swift, ios",Junior,2025-08-08,24.0,2
Backend Developer,Tech Company 450,Ha Noi,27-59 millions,"python, django",Senior,2024-02-13,43.0,3
Mobile Developer,Tech Company 493,Ha Noi,66-112 millions,"flutter, dart",Manager,2025-10-07,89.0,5
Mobile Developer,Tech Company 217,Ho Chi Minh,9-17 millions,"swift, ios",Fresher,2024-06-19,13.0,1
Fullstack Developer,Tech Company 58,Da Nang,14-24 millions,"java, angular, sql",Junior,2025-05-27,19.0,2
Fullstack Developer,Tech Company 233,Ha Noi,16-29 millions,"java, angular, sql",Junior,2024-07-02,22.5,2
Data Scientist,Tech Company 465,Ha Noi,25-56 millions,"sql, tableau, python",Senior,2025-10-26,40.5,3
Frontend Developer,Tech Company 44,Ho Chi Minh,25-57 millions,"reactjs, typescript",Senior,2025-01-06,41.0,3
Fullstack Developer,Tech Company 468,Ho Chi Minh,27-55 millions,"java, angular, sql",Senior,2024-06-23,41.0,3
Fullstack Developer,Tech Company 27,Da Nang,14-23 millions,"react, node.js, mongo",Junior,2025-12-30,18.5,2
Tester/QA,Tech Company 492,Ho Chi Minh,17-28 millions,"java, appium",Junior,2024-05-14,22.5,2
AI/ML Engineer,Tech Company 414,Ha Noi,16-31 millions,"python, tensorflow, cv",Junior,2025-07-10,23.5,2
Data Scientist,Tech Company 227,Da Nang,7-15 millions,"python, pandas, scikit-learn",Fresher,2025-02-23,11.0,1
Data Scientist,Tech Company 26,Ha Noi,7-19 millions,"python, pytorch, aws",Fresher,2024-07-31,13.0,1
DevOps Engineer,Tech Company 430,Ho Chi Minh,15-27 millions,"aws, docker, k8s",Junior,2025-08-14,21.0,2
Frontend Developer,Tech Company 345,Ho Chi Minh,25-59 millions,"reactjs, typescript",Senior,2024-06-14,42.0,3
Fullstack Developer,Tech Company 48,Ha Noi,17-29 millions,"java, angular, sql",Junior,2024-02-06,23.0,2
Mobile Developer,Tech Company 150,Ho Chi Minh,28-59 millions,"flutter, dart",Senior,2024-03-07,43.5,3
AI/ML Engineer,Tech Company 108,Ho Chi Minh,16-30 millions,"python, nlp, huggingface",Junior,2025-12-13,23.0,2
Frontend Developer,Tech Company 148,Ho Chi Minh,28-58 millions,"html, css, js",Senior,2025-12-24,43.0,3
AI/ML Engineer,Tech Company 315,Ha Noi,16-30 millions,"c++, cuda, computer vision",Junior,2024-05-12,23.0,2
Tester/QA,Tech Company 363,Ha Noi,28-59 millions,"automation, cypress",Senior,2024-08-26,43.5,3
Frontend Developer,Tech Company 410,Ho Chi Minh,16-31 millions,"reactjs, typescript",Junior,2024-07-31,23.5,2
Backend Developer,Tech Company 6,Ho Chi Minh,26-59 millions,"go, microservices",Senior,2024-08-05,42.5,3
AI/ML Engineer,Tech Company 393,Ha Noi,26-57 millions,"python, tensorflow, cv",Senior,2024-11-27,41.5,3
DevOps Engineer,Tech Company 427,Ha Noi,9-19 millions,"azure, ci/cd, terraform",Fresher,2024-01-30,14.0,1
DevOps Engineer,Tech Company 331,Ho Chi Minh,16-29 millions,"linux, jenkins, ansible",Junior,2024-02-06,22.5,2
Tester/QA,Tech Company 428,Ho Chi Minh,8-20 millions,"java, appium",Fresher,2024-02-27,14.0,1
DevOps Engineer,Tech Company 170,Ha Noi,27-56 millions,"linux, jenkins, ansible",Senior,2025-12-02,41.5,3
DevOps Engineer,Tech Company 174,Da Nang,24-46 millions,"aws, docker, k8s",Senior,2024-02-01,35.0,3
Fullstack Developer,Tech Company 443,Ha Noi,66-110 millions,"python, vuejs, docker",Manager,2024-04-29,88.0,5
DevOps Engineer,Tech Company 450,Ho Chi Minh,25-57 millions,"linux, jenkins, ansible",Senior,2025-05-23,41.0,3
AI/ML Engineer,Tech Company 402,Ha Noi,16-28 millions,"python, tensorflow, cv",Junior,2025-01-18,22.0,2
Frontend Developer,Tech Company 79,Ho Chi Minh,8-20 millions,"html, css, js",Fresher,2025-05-27,14.0,1
AI/ML Engineer,Tech Company 347,Da Nang,12-26 millions,"python, nlp, huggingface",Junior,2025-06-12,19.0,2
Backend Developer,Tech Company 3,Ho Chi Minh,65-114 millions,"node.js, express",Manager,2024-04-28,89.5,5
Frontend Developer,Tech Company 393,Ho Chi Minh,16-27 millions,"angular, rxjs",Junior,2025-06-17,21.5,2
AI/ML Engineer,Tech Company 147,Ho Chi Minh,29-56 millions,"c++, cuda, computer vision",Senior,2024-07-16,42.5,3
Tester/QA,Tech Company 8,Ho Chi Minh,15-28 millions,"selenium, python",Junior,2024-04-27,21.5,2
Frontend Developer,Tech Company 73,Ha Noi,66-112 millions,"vuejs, nuxt",Manager,2024-10-04,89.0,5
Data Scientist,Tech Company 277,Ha Noi,42-80 millions,"python, pandas, scikit-learn",Lead,2024-12-12,61.0,4
Tester/QA,Tech Company 201,Ho Chi Minh,14-27 millions,"selenium, python",Junior,2025-03-12,20.5,2
Tester/QA,Tech Company 389,Ha Noi,15-31 millions,"java, appium",Junior,2025-12-31,23.0,2
Tester/QA,Tech Company 240,Ha Noi,25-59 millions,"manual testing, sql",Senior,2025-12-16,42.0,3
Tester/QA,Tech Company 133,Ho Chi Minh,7-17 millions,"automation, cypress",Fresher,2025-09-23,12.0,1
DevOps Engineer,Tech Company 58,Ho Chi Minh,43-77 millions,"azure, ci/cd, terraform",Lead,2025-05-01,60.0,4
Fullstack Developer,Tech Company 261,Ha Noi,17-30 millions,"java, angular, sql",Junior,2024-05-10,23.5,2
Frontend Developer,Tech Company 273,Ha Noi,9-16 millions,"angular, rxjs",Fresher,2024-11-05,12.5,1
Data Scientist,Tech Company 197,Ha Noi,15-28 millions,"python, pytorch, aws",Junior,2025-05-08,21.5,2
Mobile Developer,Tech Company 121,Ho Chi Minh,9-18 millions,"kotlin, android",Fresher,2025-12-11,13.5,1
Tester/QA,Tech Company 50,Ha Noi,16-29 millions,"selenium, python",Junior,2025-07-22,22.5,2
Mobile Developer,Tech Company 395,Ho Chi Minh,27-58 millions,"flutter, dart",Senior,2025-09-02,42.5,3
